IDE;Text;kategori
2113;Saya sudah memiliki rekening di HSBC selama sekitar XXXX tahun dan pada XXXX mereka mulai meminta informasi untuk menjelaskan pekerjaan saya, dan saya mengabaikan telepon dan surat mereka karena permintaan tersebut tidak relevan dengan hubungan perbankan saya dengan mereka. Surat dan telepon tidak pernah menjelaskan mengapa informasi tersebut diperlukan. Mereka mencatat bahwa dalam catatan mereka, jabatan saya terdaftar sebagai XXXX '' dan majikan saya sebagai XXXX ''. Mereka ingin tahu XXXX tentang apa? '' dan agensi mana dalam XXXX. Saya benar-benar tidak mengerti mengapa informasi ini diperlukan, jadi saya tidak menjawab, terutama ketika saya sedang berlibur dan berurusan dengan masalah pribadi yang lebih mendesak. Surat terakhir mereka menyatakan bahwa mereka membutuhkan informasi tersebut selambat-lambatnya XXXX XXXX atau mereka akan mengambil tindakan dengan membekukan akses ATM dan internet banking saya. Jadi saya pergi ke cabang tempat saya membuka rekening di XXXX untuk melihat apa yang memotivasi nada ancaman ini karena hingga saat itu belum ada XXXX yang menjelaskan besarnya kebutuhan akan data pekerjaan tambahan saya. Perwakilan layanan pelanggan tidak dapat memberikan alasan yang baik mengapa informasi ini diperlukan, jadi saya memintanya untuk memeriksanya dan menghubungi saya kembali. Ketika dia menelepon saya kembali sore itu, dia masih tidak bisa memberi saya alasan yang baik tetapi mengatakan kepada saya bahwa dia menemukan informasi saya secara online dan mengirimkannya untuk memenuhi permintaan tersebut. Keesokan paginya, XXXX, istri saya tidak dapat menggunakan kartu debit kami untuk melakukan pembelian. Sabtu, XXXX XXXX, saya berada di restoran bersama istri dan saudara kembar XXXX, dan kartu saya ditolak. Saya tidak memiliki akses ke dana saya. Saya kembali ke cabang ritel pada hari Senin XXXX dan menuntut agar mereka mencairkan kartu saya, dan mereka melakukannya, dan mereka terus mengatakan bahwa mereka hanya memerlukan beberapa informasi dari saya yang terus saya tolak untuk diberikan tanpa penjelasan. Malam itu internet banking saya tidak berfungsi dan saya kembali harus menelepon layanan pelanggan dan menelepon selama satu jam sebelum tidak ada yang bisa membantu, dan harus kembali ke cabang keesokan harinya untuk mencairkan internet banking saya. Tidak ada yang bisa memberi tahu saya mengapa mereka mengambil tindakan drastis untuk menghalangi akses saya terhadap dana pribadi saya. Saya kira itu untuk menarik perhatian saya hanya untuk mengetahui apa sebenarnya jabatan saya dan di instansi kota mana saya bekerja. Informasi yang saya yakini tidak diperlukan untuk kebutuhan perbankan saya adalah mereka sudah memiliki gelar saya sebagai XXXX, dan pemahaman saya adalah bahwa pekerjaan tidak diperlukan untuk memiliki rekening bank. Malam itu, XXXX XXXX, saya menerima surat yang mengatakan bahwa mereka langsung menutup akun saya di XXXX XXXX tanpa penjelasan kecuali mengutip Aturan Rekening Deposit yang memberi wewenang kepada mereka untuk menutup akun saya. Saya harus segera membuka rekening di bank lain dan memulihkan pembayaran langsung otomatis saya serta mengubah setoran langsung pembayaran pekerjaan saya. Ini merupakan penyalahgunaan kekuasaan total, tidak sopan, dan menjengkelkan di pihak mereka, dan saya perlu memastikan mereka tidak melanjutkan urusan mereka seolah-olah tidak terjadi apa-apa sementara mereka sama sekali tidak menghormati saya dan keluarga saya. Saya sudah lama menjadi klien HSBC dan menurut saya, melakukan hal ini lebih penting daripada menghormati kesetiaan saya dan berisiko kehilangan saya sebagai klien.;Normal
2114;Kartu debit saya ditutup tanpa pemberitahuan apa pun kepada saya. Saya tidak memiliki akses ke uang saya selama beberapa hari sampai kartu sementara dikeluarkan. Bank hanya dapat memberi tahu saya bahwa telah diberitahu oleh seseorang bahwa telah terjadi potensi pelanggaran dan menutup rekening saya. Mereka tidak dapat memberi tahu saya siapa yang memprakarsai penutupan tersebut dan kapan. Saya rasa saya berhak mengetahui hal-hal ini.;Normal
2115;Bank PNC membayar XXXX cek online saya sehari lebih awal dari jadwal pengirimannya. Saat menjadwalkan pembayaran tagihan online, bidang sebenarnya diberi label KIRIM AKTIF dan kemudian Anda dapat mengklik kalender dan memilih tanggal. Saya memilih pembayaran untuk DIKIRIM PADA XXXX/XXXX/15. Ini menghapus akun saya pada XXXX/XXXX/15, menciptakan saldo negatif, jadi sekarang saya telah dikenakan biaya sebesar {$36,00}. Ketika saya menelepon PNC Bank, saya diberitahu bahwa kebijakan dan praktik mereka dijelaskan secara rinci, sehingga mereka tidak akan mengembalikan biayanya. Jadi ternyata, di suatu tempat di tulisan kecilnya, cek apa pun yang Anda minta bank untuk KIRIM PADA tanggal tertentu, mungkin bisa dikirim jauh lebih awal dan benar-benar MENGHAPUS rekening Anda sebelum tanggal KIRIM PADA yang Anda minta? Bukankah itu merupakan win-win solution bagi bank. MENANG... .operasi mereka tidak harus bertanggung jawab atau cerdas dan bahasa yang mereka gunakan bisa menipu. MENANG... .mereka dapat membebankan biaya ketika pembayaran diselesaikan lebih awal dan membuat akun menjadi negatif. XXXX dikumpulkan oleh bank melalui biaya-biaya ini dan melalui proses yang telah DIRANCANG oleh bank untuk menghasilkan biaya. Selama mereka mengungkapkan praktik-praktik mereka yang tidak layak dan memperingatkan konsumen bahwa praktik-praktik mereka yang tidak layak dapat merugikan konsumen, apakah itu semua sah? Jika konsumen tidak mau repot-repot membaca dan memahami halaman XXXX legal-eze yang muncul sebelum mereka mengklik untuk mendaftar suatu layanan, maka hal buruk apa pun yang terjadi secara hukum adalah kesalahan konsumen? Apakah sekarang sah bagi bank untuk menggunakan bahasa yang menipu, seperti SEND ON?;Normal
2116;Saya memiliki rekening bank di bank PNC. Pada XXXX XXXX 2015 saya menyetorkan cek luar negeri ke teller drive thru cabang setempat. Keesokan harinya saya pergi ke bank dan menarik uang tunai sebesar $500,00 melalui ATM. Kemudian pada hari itu saya menerima email yang menyatakan akun saya telah ditarik berlebihan. Ketika saya menyetor cek, teller tidak pernah mengatakan akan ada cek yang ditahan dan tidak ada apa-apa di kuitansi. Beberapa hari kemudian saya menerima surat yang mengatakan mereka menutup rekening saya dan harus menunggu 45 hari agar cek dapat dilunasi. Ketika saya menghubungi PNC, mereka mengatakan penutupan akun saya adalah keputusan perusahaan. Saya baru saja berbicara dengan seseorang di bank hari ini dan mereka mengatakan uang saya akan tersedia setelah XX/XX/XXXX.;Normal
2117;mereka menutup rekening saya karena saya XXXX yang sedang menyiapkan gugatan federal dan akan diajukan terhadap mereka tetapi mereka belum mengirimi saya uang saya di sana sambil menyimpan uang saya dan tidak akan memberi tahu saya kapan di sana mengirim uang saya;Normal
2118;Cek di rekening saya dipalsukan dan dipalsukan dan bank TD bank menolak mengembalikan uang dan biaya cerukan yang terkait dengan pemalsuan tersebut;Normal
2119;Ayah saya meninggal XX/XX/XXXX. Saya pewaris tunggalnya. Dia telah memberikan surat kuasa kepada seorang teman yang membantunya mengatur urusannya. XX/XX/XXXX, teman itu menerima surat dari Santander Bank yang menyatakan bahwa rekening bank ayah saya telah tidak aktif selama lebih dari tiga tahun dan bank harus mengirimkan dana di rekening tersebut ke Bendahara Massachusetts yang Terbengkalai. Departemen Properti kecuali bank dihubungi. Teman itu meneruskan surat itu kepadaku. Saya menelepon nomor layanan pelanggan bank dan diperintahkan untuk mengirimkan ke departemen pemenuhan bank '' akta kematian ayah saya dan pernyataan tertulis yang menyatakan saya adalah ahli waris tunggal. Saya mengirimkan barang-barang tersebut pada XX/XX/XXXX dan menindaklanjuti pengiriman tersebut dengan faks XXXX dengan materi yang sama. Bank tidak akan mengakui korespondensi tersebut. Saya telah menelepon pusat layanan bank setiap kali sebelum mengirim faks. Perwakilan layanan menyatakan bahwa mereka tidak memiliki nomor telepon Departemen Pemenuhan ''.;Normal
2120;Chase bank mengizinkan penarikan tidak sah dari pihak ketiga yang mewakili diri mereka sebagai saya lebih dari {$6500,00} dari rekening giro saya meskipun ada banyak kesalahan besar dan jelas dalam dokumentasi (slip setoran memiliki XXXX kesalahan ejaan nama saya yang berbeda, transaksi terjadi di negara bagian yang saya miliki tidak pernah membelok). Selain itu, meskipun upaya awal digagalkan (seorang rekan bank berusaha menghubungi saya tetapi itu beberapa hari sebelum pernikahan saya sehingga saya tidak bisa hadir) tetapi gagal membuat notasi rekening dan pihak ketiga pergi ke cabang terpisah dan menyelesaikannya. transaksi. Chase menolak untuk memulai penyelidikan sampai saya menandatangani pernyataan tertulis (yang menunda permulaannya selama 3 hari karena saya akan menikah lagi dan tidak berada di dekat cabang pengejaran) dan telah menjalani 12 hari kerja tanpa kontak atau tindakan (meskipun ada klaim yang sudah tidak masuk akal 10 hari kerja berbalik). Proses verifikasi dan perlindungan konsumen Chase di cabang jelas tidak memadai dan menimbulkan risiko signifikan bagi konsumen. Lebih jauh lagi, Chase mengharapkan pelanggan untuk mampu menanggung dampak finansial sebesar ini untuk jangka waktu hampir satu bulan tanpa menyadari dampak kerugian atau komunikasi terhadap kehidupan sehari-hari mereka mengenai status klaim selama proses tersebut.;Normal
2121;Kami menutup rumah dan perlu meneruskan dana ke hipotek saat ini. Kami meminta petugas escrow menyetorkan jumlah tersebut ke rekening Wells Fargo kami sebagai cek kasir sehingga akan tersedia dalam satu hari tetapi mereka menahannya selama lebih dari tujuh hari! Petugas escrow kami mengatakan bahwa menahan dana kami adalah tindakan ilegal dan oleh karena itu kami menindaklanjuti dengan lembaga terkait yang terlibat.;Normal
2122;Bank Komunitas New York - Hindari jika Anda bisa. Pada XXXX, saya mengalami kebocoran air di rumah saya yang merusak lantai dan lemari di dapur saya dan bocor ke ruangan di bawah XXXX dapur saya ada di lantai dua). Perusahaan asuransi saya menangani klaim dengan sangat memuaskan dan menyetujui semua perbaikan yang diperlukan. Mereka mengirimi saya cek dua pihak senilai lebih dari $16K, yang diberikan kepada saya dan Bank Komunitas New York XXXX (perusahaan hipotek saya). Saya mengirimkan cek tersebut ditambah dokumentasi lainnya ke New York Community Bank pada XXXX XXXX - dan belum menerima pencairan dana apa pun. Saya harus membayar 90% dari biaya lemari dapur baru di muka (membutuhkan waktu XXXX minggu sejak pemesanan), yang merupakan praktik standar. Semua tempat lemari dapur yang saya dapatkan perkiraannya mengatakan mereka mengharapkan 90% biaya di muka. Lemari saya sudah terpasang dan saya sudah membayar lunas. Saya juga sudah membayar untuk perbaikan kamar saya di lantai bawah, ditambah beberapa perbaikan di dapur saya. Saya telah mengirimkan tanda terima, pelepasan hak gadai, nomor wajib pajak kontraktor ke New York Community Bank. Bank Komunitas New York mengirim seorang Inspektur ke rumah saya untuk melaporkan perbaikan tersebut. Perusahaan pemeriksa memerlukan waktu XXXX hari untuk menyerahkan laporan ke New York Community Bank, yang menyatakan bahwa 70 % pekerjaan telah selesai. Setiap kali saya menelepon untuk meminta status pembayaran kembali kepada saya, ada alasan untuk tidak mengirimkan saya cek atas uang yang telah saya bayarkan. Ada dokumen yang hilang, atau pengecualian harus dibuat karena saya sudah membayar untuk perbaikannya, dan cek mereka kepada saya harus diberikan hanya kepada saya (bukan kepada saya dan kontraktor saya). Aku kehabisan akal berurusan dengan New York Community Bank. Saya mencoba mencari tahu alamat email CEO mereka, XXXX XXXX XXXX XXXX XXXX XXXX XXXX untuk menceritakan pengalaman buruk saya. Saya memiliki klaim asuransi yang sah, disetujui sepenuhnya, dan New York Community Bank mengharapkan saya membayar perbaikan tanpa mengirimkan dana apa pun. Saya sekarang mempunyai bunga terutang pada kartu kredit saya semua karena penolakan New York Community Bank untuk mengeluarkan dana saya sendiri kepada saya. Saya tidak dapat memperbaiki lantai dan mengganti wastafel karena saya kehabisan uang sendiri dan membutuhkan dana untuk menyelesaikan pekerjaan tersebut. Seolah-olah New York Community Bank mengharapkan saya untuk mendanai sendiri semua perbaikan, tidak peduli seberapa sulitnya hal ini menimpa saya - dan kemudian mereka akan mengganti biaya saya, pada tahap tertentu, ketika 100% pekerjaan telah selesai. Pemahaman SAYA adalah bahwa asuransi menyetujui klaim dan memberikan uang untuk DANA perbaikan - ini tidak boleh berupa PENGEMBALIAN DANA. Bank Komunitas New York tidak menunjukkan kepedulian atas kenyataan bahwa saya tidak dapat menggunakan dapur saya, dan ketidaknyamanan besar yang harus saya dan keluarga saya alami setiap hari. Saya sedang dalam pembayaran hipotek saya (tidak pernah terlambat pembayaran). Namun New York Community Bank telah menahan dana saya selama lebih dari XXXX hari, tanpa status kapan mereka akan mengeluarkan sebagian dari dana tersebut. Saya tidak akan merekomendasikan New York Community Bank kepada siapa pun berdasarkan pengalaman saya.;Normal
2123;Chase terus mengirimi saya surat fisik (atau mengklaim mereka telah mengirimi saya surat fisik, karena jelas tingkat pengiriman surat mereka tampaknya rendah). Seperti orang yang lahir setelah XX/XX/XXXX, saya takut dengan gagasan surat fisik. Ini bukan XX/XX/XXXX di mana surat fisik (bermurah hati di sini) dianggap sebagai cara terbaik untuk berkomunikasi. Seperti halnya saya suka menunggu XXXX a ) minggu XXXX XXXX ) untuk menerima surat saya tanpa melacak hal-hal penting, lalu mencari alat tajam untuk membuka surat XXXX, lalu mengekstrak surat itu sambil berusaha mati-matian menghindari kertas XXXX, lalu mengeluarkannya sampah jadi saya punya tempat untuk membuang amplop, itu pada akhirnya sangat tidak aman. Setiap kali saya menerima surat dari Chase, saya harus membawanya ke layanan penghancuran. Di zaman modern ini, saya benar-benar tidak tahu siapa yang berpikir bahwa mengirimkan informasi identitas pribadi melalui surat fisik adalah ide yang bagus.;Normal
2124;CHARLES Schwab mengirimi saya cek palsu yang menyebabkan masalah kredit saya;Normal
2125;Saya memiliki hipotek di Bank AS dan pada awalnya disarankan untuk membuka rekening bank untuk mendapatkan suku bunga yang lebih rendah. Hipotek tersebut telah dibiayai kembali dan saya tidak mengetahui bahwa rekening bank akan dikenakan biaya sebesar {$25,00} pada saat itu. Saya menelepon untuk menjelaskan kesalahpahaman dan meminta kredit yang disetujui. Namun, bank AS membutuhkan waktu berbulan-bulan untuk menyelesaikannya sehingga saldonya belum terbayar. Faktanya, saya tidak pernah melakukan pembayaran apa pun terhadap biaya tersebut (yang bertambah menjadi {$75,00} dalam bentuk denda keterlambatan) karena mereka setuju untuk mengesampingkan biaya tersebut. Akhirnya, biaya tersebut dikreditkan dan saya berasumsi bahwa persetujuan mereka untuk membatalkan biaya berarti resolusi penuh telah tercapai. Namun, proses setelah mereka sepakat untuk menghapuskan biaya tersebut memakan waktu berbulan-bulan. Saya menelepon bank kami bulan demi bulan karena biaya yang mereka janjikan untuk dikembalikan masih ada dalam laporan saya. Setiap percakapan, perwakilan Bank AS berjanji akan memiliki seorang manajer yang mengurusnya. Saya tidak tahu bahwa ketidakmampuan mereka berdampak buruk pada kredit saya. Setelah muncul di laporan kredit saya, saya meminta sengketa melalui biro kredit seperti yang diarahkan oleh US Bank karena mereka tidak akan memberikan bantuan lainnya. Saya diberitahu oleh bank kami bahwa tidak ada yang bisa mereka lakukan. Hasil perselisihan hanya memperbarui jumlah biaya yang belum dibayar. Saya memiliki sejumlah hipotek di bank kami selama bertahun-tahun dan mereka dibayar bunga ribuan dolar. Saya merasa tercela bahwa biaya tersembunyi sebesar {$25,00} yang mereka setujui untuk dikesampingkan akan berdampak negatif pada kredit saya setelah banyak panggilan telepon yang berhubungan dengan ketidakmampuan mereka sendiri. Selain itu, hasil perselisihan biro kredit seharusnya dihapuskan sepenuhnya mengingat fakta yang ada. Hal ini mungkin disebabkan oleh kemalasan atau perlakuan yang bias, namun saya akan terus mengupayakan satu-satunya penyelesaian yang dapat diterima yaitu penghapusan penuh dari laporan kredit saya.;Normal
2126;"Pada XXXX XXXX, 2015 pukul XXXX ( cst ) Saya meminta penghentian pembayaran ditempatkan pada debit ACH yang jatuh tempo pada XXXX XXXX, 2015 sebesar {$250,00} dari sebuah perusahaan bernama XXXX. Saya diberi nomor referensi, XXXX, bahwa perintah penghentian pembayaran telah dilakukan. Pada XXXX XXXX, 2015 saya memeriksa akun online saya dan melihat bahwa item referensi di atas sedang menunggu keputusan. Pada saat itu saya berbicara dengan petugas layanan pelanggan lain dan meminta agar penghentian pembayaran dilakukan pada item ini; mereka mengonfirmasi hal itu dan memberi saya nomor konfirmasi berikut: XXXX. Saat saya meninjau rekening saya hari ini, saya melihat bahwa XXXX biaya kekurangan dana terpisah sebesar {$140,00} telah didebit dari rekening giro saya. Saya segera menelepon dan meminta agar biaya tersebut dikembalikan karena biaya tersebut timbul semata-mata karena kegagalan Wellsfargo Bank untuk memenuhi permintaan penghentian pembayaran awal yang saya buat pada XXXX XXXX, 2015.";Normal
2127;"Saya memiliki (XXXX) kartu kredit Chase yang terhubung dengan rekening perbankan online yang sama. Saya menerima permintaan agar TIDAK mengenali komputer di rumah saya : Kami perlu mengirimi Anda Kode Identifikasi -- Kami perlu mengonfirmasi identitas Anda untuk memastikan akun Anda aman. Kami melakukan ini dengan mengirimkan Kode Identifikasi sementara ke salah satu nomor telepon atau alamat email yang Anda berikan kepada kami sebelumnya. Sudah punya Kode Identifikasi? XXXXPilih bagaimana Anda ingin menerima Kode Identifikasi ini dan klik Berikutnya. '' Pada halaman berikutnya Anda akan memasukkan Kode Identifikasi yang Anda terima. XXXX Teks VoiceNote: Kami tidak mengenakan biaya untuk pesan teks yang dikirim ke perangkat seluler Anda; namun, tarif pesan dan data standar mungkin berlaku. Jika Anda memilih suara dan nomor Anda memerlukan perpanjangan, kami tidak akan dapat menghubungi Anda. Lainnya Panggilan untuk mendapatkan kodeYang perlu Anda ketahui... Informasi kontak yang Anda lihat di sini adalah informasi terkini yang kami miliki. Jika sudah usang, Anda dapat mengubahnya nanti, namun demi alasan keamanan, Anda harus memilih salah satu opsi ini untuk menerima Kode Identifikasi Anda. Jika Anda meminta kami mengirimkan Kode Identifikasi dan Anda belum menerimanya, silakan pilih opsi pengiriman lain. Kode sebelumnya akan menjadi tidak valid bila Anda meminta yang baru. Pada hari Minggu ( XXXX XXXX, 2015 ), saya melakukan setidaknya (7) tujuh panggilan ke Chase Bank untuk mendapatkan kode ini dan bertanya mengapa mereka masih menunjukkan nomor ponsel yang diakhiri dengan ( XXXX XXXX di rekening padahal saya sudah berulang kali meminta Chase untuk menghapus nomor telepon ini (karena sistem mereka tidak mengizinkan saya menghapus nomor telepon). Panggilan ini dimulai dengan pesan bahwa PANGGILAN SUDAH DIREKAMAN Seperti biasa, saya dialihkan antara layanan pelanggan dan beberapa dukungan teknis online kali ; belum, tidak diberi kode. Setiap panggilan dipenuhi dengan PERTANYAAN KEAMANAN ''. Saya mencurigai broker real estate ; XXXX XXXX ( XXXX menyatakan itu juga di XXXX/ibunya bekerja di XXXX). Dokumen saya untuk kelas ini mencakup nomor telepon dan alamat email lama. Saya telah dilecehkan dalam upaya mendapatkan XXXX gelar dari Universitas XXXX XXXX XXXX. Saya menyaksikan XXXX XXXX mengizinkan putrinya, XXXX XXXX (bekerja untuk program perusahaan sidik jari-Identa KID) untuk menggunakan kartu Washington Mutual miliknya untuk berbagai penarikan. Washington Mutual terlibat dalam hipotek sub-prime dan diambil alih oleh Chase Bank; dan, pialang ini bekerja untuk XXXX XXXX XXXX, sebuah perusahaan di mana XXXX XXXX ( XXXX XXXX ) memiliki saham (kepemilikan). Saya telah menerima email tentang pembiayaan kembali hipotek saya dan pembayaran saya telah jatuh tempo. Selain itu, seseorang mencoba bertindak atas nama saya terkait properti yang tidak diklaim. Saya punya beberapa email mengenai masalah ini. Mereka mungkin melakukan pencucian uang melalui Komisi Perumahan Kota XXXX XXXX, Bagian XXXX, program Voucher untuk melunasi hutang sebagai hasil investigasi SEC terhadap XXXX XXXX. XXXX XXXX dan XXXX Kesepakatan XXXX akan menjadi contoh kesepakatan untuk membuat lapisan kertas kerja JIKA DIUSEL. XXXX XXXX entitas ( XXXX XXXX ).";Normal
