IDE;Text;Fraud;Spam;Normal
972;Saya menerima telepon tadi malam dari XXXX XXXX, XXXX XXXX XXXX XXXX ext. XXXX perwakilan Bank of America. Dia menyatakan bahwa dia ada di sini untuk membantu saya dan dia bekerja sama dengan departemen risiko. Dia juga menyatakan bahwa dia menerima keluhan saya dari CFPB dan ingin mengatasi kekhawatiran saya. Jadi saya mengajukan pertanyaan XXXX, 1. Mengapa kalian menahan cek saya sampai XXXX XXXX ketika ditarik di rekening Bank of America? 2. Mengapa akun saya ditutup. Perwakilan tersebut tidak dapat menjawab kedua pertanyaan tersebut. Dia terus menyatakan untuk memberinya waktu 15 hari untuk meninjau akun saya dan dia akan menghubungi saya kembali karena dia belum meneliti akun saya sampai sekarang. Saya menyatakan dengan baik apa tujuan Anda menghubungi saya jika Anda tidak tahu apa yang sedang terjadi. Saya menyarankan agar dia melakukan penelitian dan kemudian menghubungi saya. Dia kemudian menyatakan bahwa dia tahu mengapa rekening saya ditutup dan terus menyatakan bahwa Anda menandatangani kartu tanda tangan dan karena itu Bank of America tidak perlu mengungkapkan informasi ini kepada Anda. Saya bertanya apakah mereka akan menanggung biaya keterlambatan yang saya timbulkan karena hal ini dan dia terus mengatakan beri dia waktu 15 hari untuk meninjau akun saya. Saya menyarankan agar saya tidak punya waktu 15 hari untuk menunggu dan seandainya saya mengetahui hal ini, saya cukup mencairkan cek tersebut dan membayar biaya yang mereka kenakan karena tidak menjadi pemegang rekening dan saya tidak akan mengalami mimpi buruk ini. Orang-orang di departemen penutupan risiko XXXX XXXX XXXX XXXX Opsi XXXX merasa seolah-olah mereka dapat melakukan apa pun yang mereka inginkan kepada konsumen dan tidak akan terjadi apa-apa pada mereka dan bahwa mereka tidak perlu memberi tahu konsumen apa pun dan mereka tidak perlu memberikan apa pun kepada konsumen. konsumen dananya dalam jangka waktu yang diungkapkan dalam formulir keterbukaan namun belum mau menyebutkan formulir pengungkapan tersebut padahal merugikan konsumen. Saya membutuhkan uang saya dan saya ingin mereka menutupi biaya keterlambatan saya.;1;0;0
973;Perihal : Klaim Penipuan XXXX Bank of America mengabaikan aktivitas penipuan di rekening saya. Saya menemukan beberapa aktivitas penipuan di rekening giro saya. Saya membuka klaim dengan departemen penipuan. Seorang analis bernama XXXX mengambil kasus tersebut, Dia menyangkal kasus tersebut tanpa penjelasan. Saya harus menelepon beberapa kali dan meminta untuk berbicara dengan analis untuk mengetahui mengapa kasus tersebut ditolak. Dia dapat mengirim Pesan Instan dengan perwakilan yang saya ajak bicara, namun tidak membalas panggilan saya, atau menjelaskan alasan saya kasus ditolak. Sudah lima hari berlalu, dan aku masih belum punya jawaban konkrit kenapa kasusku ditolak. Seseorang mengambil ponsel saya dan dapat menembus ponsel saya untuk menambahkan akun dan melakukan transfer sebesar {$400.00}. Nama akunnya XXXX XXXX, saya tidak melakukan transaksi ini dan tidak mengotorisasi transaksi ini. Perwakilan tersebut menyatakan bahwa saya memberi wewenang kepada seseorang untuk melakukan transfer tersebut yang tidak benar, dia juga menyatakan bahwa saya melakukan transaksi sebelum dan sesudah itu tidak dilaporkan sebagai penipuan. Namun transaksi yang satu ini dilakukan tanpa izin atau persetujuan saya. Transfer ini adalah penipuan, dan mereka tidak akan memeriksa kembali kasus saya atau memperbaiki transfer tersebut.;1;0;0
974;Menghubungi Bank of America tentang biaya NSF. Dijelaskan bahwa kreditur XXXX XXXX dan XXXX XXXX telah mendebit ganda rekening saya dan pembalikan debit kedua sedang dalam proses dengan perusahaan XXXX. Saya memberitahukan bahwa situasi ini telah menyebabkan situasi cerukan saya yang terbaru dan saya menginginkan keringanan biaya NSF masing-masing sebesar {$35,00}. Perwakilan membacakan kepada saya pengungkapan yang relevan tentang menjaga saldo yang cukup di rekening saya, dll. Karena cerukan diputuskan secara elektronik, biaya yang harus ditanggung Bank paling banyak adalah dalam sen. Namun biaya yang ditanggung pelanggan masing-masing adalah sebesar {$35,00}. Tampaknya ini merupakan margin keuntungan yang selangit pada produk tersebut ''. Keuntungan dari penjualan paksa denda bank mungkin berkisar 5.000 % dibandingkan biaya penyediaan layanan ''. Bank harus memiliki strategi dan proses yang siap untuk secara cepat dan efisien memproses cara-cara alternatif dalam menanggapi kebijakan dan strategi NSF ketika nasabah lama mengklarifikasi keadaan sulit yang nyata dan dapat diverifikasi. Pendapatan atau pusat keuntungan NSF ini adalah cara yang tidak terhormat untuk menghasilkan keuntungan dan memberikan nilai bagi pemegang saham untuk sebuah institusi milik publik yang besar.;1;0;0
975;Sejak melaporkan masalah dengan rekening giro saya yang diakhiri dengan XXXX untuk dikejar, yang mana XXXX debit tidak sah dan XXXX biaya pengejaran yang tidak terduga (dan baru) {$20,00}, membuat rekening saya menjadi negatif berjenjang, biaya dan penalti terus meningkat .. .dalam jumlah yang secara realistis tidak dapat saya bayarkan, meskipun itu adil. Bagaimana bisa Chase membenarkan kira-kira XXXX dolar dalam biaya cerukan yang telah meningkat (dan disumbangkan oleh biaya itu sendiri) yang semuanya dimulai dari XXXX debit tidak sah ... .. setelah itu segelintir debit baru masuk, tidak dibayar dan kemudian diakses biaya. Ini tidak adil dan keterlaluan mengingat saya telah memberi tahu Chase tentang kesalahan tersebut dan niat saya untuk mencoba menghentikan pendarahan dan Chase hanya melontarkan alasan Anda mengalami pembalikan di masa lalu sehingga kami tidak dapat membantu Anda. '' Seharusnya apa yang terjadi di sini ilegal.;1;0;0
976;Jadi di XXXX saya berada di Florida untuk berlibur sementara seseorang menggunakan kartu debit palsu untuk menarik {$800,00} dari ATM XXXX. XXXX yang merupakan ATM Bank AS. Saya menghubungi US Bank segera setelah saya melihat ini pada hari Senin ketika saya kembali. Dari sana mereka melakukan penyelidikan hingga XX/XX/XXXX untuk memberi tahu saya bahwa saya ditolak. Ketika saya menelepon mereka, seorang wanita yang belum pernah melihat saya secara langsung menangani kasus saya memberi tahu saya bahwa saya telah diverifikasi dalam film. Jadi saya mengumpulkan tiket pesawat saya, serta laporan kartu kredit yang membuktikan bahwa saya berada di Florida dan bukan Nevada pada saat kejadian dan pergi ke cabang lokal saya sehingga jika mereka adalah video, mereka dapat melihat bahwa itu bukan saya dan Saya mempunyai dokumentasi yang menunjukkan bahwa itu bukan saya. Itu terjadi pada tanggal XX/XX/XXXX ketika saya meminta mereka untuk membuka kembali kasus saya. Dari sana saya menelepon setiap dua hari sekali tanpa ada tanggapan dari pemroses kasus saya hingga XXXX XXXX, 2016. Dia memberi tahu saya bahwa kasus tersebut ada dalam film dan harus menghubungi metro jika saya memiliki perselisihan lebih lanjut. Jadi saya menghubungi metro, dan mengajukan laporan polisi. Pada saat itu saya mengetahui bahwa kartu-kartu tersebut ditipu dari ATM Bank AS di wilayah saya, yang tidak disebutkan oleh bank tersebut selama penyelidikan mereka. Mereka juga mengatakan kepada saya bahwa karena begitu banyak waktu telah berlalu sehingga mereka tidak dapat berbuat apa-apa, namun XXXX orang telah ditangkap. Menurut saya tidak adil jika saya keluar sebesar {$800,00}, yang merupakan hal penting bagi XXXX, ketika mereka diberikan dokumentasi bahwa itu bukan saya. Mereka juga membiusnya sehingga saya juga tidak bisa mendapatkan bantuan dari polisi. Saya pikir mereka akan menyelidiki bahwa mereka mengizinkan seseorang mengambil uang saya yang saya percayakan kepada mereka, dari ATM mereka, menggunakan kartu palsu. Pada titik ini saya merasa bahwa tanggung jawab mereka adalah memperbaiki masalah dan mengejar siapa pun yang ada dalam film yang mereka izinkan mengambil uang saya.;1;0;0
977;Saya adalah pemilik bersama pada rekening giro anak saya yang masih kuliah. Kembali ke XXXX, rekeningnya memiliki transaksi penipuan yang dibebankan ke kartu debitnya. Kami telah menghabiskan 6 bulan terakhir berjuang dengan PNC Bank, mengenai penipuan yang nyata ini. Keadaan penipuan dijelaskan sebagai berikut. Putra Ohio saya berada di Maryland untuk mengikuti turnamen memancing dan mengalami kecelakaan. Sebuah perusahaan penarik menarik trailer perahu temannya ke tempat parkir mereka dan secara lisan setuju untuk menderek perahu tersebut seharga {$220,00} dan menyimpan perahu serta trailernya seharga {$35,00} dolar sehari sampai ayah temannya dapat mengatur pengangkutannya perahu dan trailer kembali ke XXXX. Mereka mengatakan akan ada biaya tambahan sebesar {$120,00} untuk membantu menaikkan perahu ke trailer setelah XXXX diatur. Anak saya saat itu memberikan nomor kartu debitnya kepada pemiliknya. Perahu itu berada di tempat parkir selama 10 hari. Ketika tagihan masuk ke rekening anak saya, jumlahnya sebesar {$1100,00}, jauh lebih besar dari perkiraan kami. Kami mencoba menelepon perusahaan derek beberapa kali untuk mendapatkan salinan faktur, tetapi tidak berhasil. Saat itu, kami merasa tidak ada yang bisa kami lakukan selain membantah tuduhan tersebut. Saya pikir kasus anak saya pasti akan menguntungkan kami karena anak saya tidak pernah menandatangani dokumen apa pun atau memberikan nomor pinnya kepada perusahaan derek. Kami kecewa karena perselisihan tersebut diputuskan melawan kami. Oleh karena itu, saya meminta salinan dari apa yang diserahkan perusahaan derek tersebut karena saya yakin mereka tidak memiliki tanda tangan anak saya. Antara waktu pertama kali kami menyerahkan dokumen terkait perselisihan tersebut dan keputusan awal bank, kami diberi tahu bahwa perusahaan derek telah mengirimkan perkiraan tagihan kepada pemilik kapal yang mencantumkan biaya derek sebesar {$250,00}, yaitu tarif penyimpanan harian. sebesar {$35,00} per hari dan juga ditambahkan secara acak biaya administrasi sebesar {$50,00} ''. Saya membandingkan faktur yang diteruskan pemilik kapal kepada kami dan faktur yang diberikan PNC kepada kami dan terkejut melihat bahwa faktur XXXX sama, namun tarif harian telah dihapus dan diubah dari {$35,00} menjadi {$70,00} per hari. Tanggal juga diubah pada faktur. Berbekal apa yang saya yakini sebagai bukti bahwa perusahaan derek ini dimiliki oleh orang-orang yang tidak jujur ??dan curang, saya mengajukan banding atas putusan awal. Saya juga mencatat bahwa, seperti yang saya duga, tidak ada bukti tanda tangan sama sekali dari anak saya yang mengesahkan tuntutan apa pun. Terlepas dari kenyataan bahwa PNC mempunyai bukti bahwa perusahaan penarik telah memalsukan tagihan mereka, kami kembali kalah dalam perselisihan tersebut. Saya pergi ke cabang saya untuk mengajukan banding atas kasus saya kepada orang yang masih hidup. Dia dapat melihat penipuan yang nyata dan menelepon seseorang di banknya untuk mengajukan banding. Setelah XXXX panggilan tindak lanjut kepadanya dan tidak ada panggilan balik dari kontak bank ilusifnya, saya kembali pergi ke cabang dan berbicara dengan asisten manajer. Dia mengirimkan info saya ke manajer eskalasi ritel mereka. Orang itu menelepon anak saya dan meninggalkan pesan. Dia membalas teleponnya 3 kali dan menerima pesan suaranya setiap saat. Kami kemudian mendapat surat darinya yang menyatakan bahwa masalah kami telah terselesaikan. Tidak ada rincian bagaimana penyelesaiannya. Saya kembali mencoba meneleponnya untuk mencari informasi lebih lanjut dan coba tebak? Aku mendapat pesan suaranya. Saya menekan XXXX untuk berbicara dengan agen lain dan dia memberi tahu saya bahwa terlalu banyak waktu telah berlalu dan mereka tidak akan melakukan apa pun. Saya telah melampirkan banyak dokumentasi mengenai masalah ini. Yang paling penting adalah salinan XXXX dari invoice EXACT yang jelas-jelas menunjukkan penipuan yang dilakukan vendor ini. Selain itu, PNC Bank dengan tindak lanjutnya yang tidak efektif telah memberi hadiah kepada pencuri ini berupa uang hasil jerih payah putra saya yang masih kuliah sebesar {$450,00} dolar. Saya telah kehabisan tenaga dengan PNC, mereka tidak akan melakukan apa pun lagi untuk membantu saya. Saya mengimbau organisasi Anda agar pemimpin yang lebih baik akan menang.;1;0;0
978;SAYA MEMILIKI REKENING SISWA BARU DAN REKENING TABUNGAN PASAR UANG DI BANK AS ONLINE YANG EXHUSBAND SAYA MENGAMBIL UANG DENGAN KODE KUNCI YANG MENYEBABKAN SAYA TERLIBAT. DIA BERDASARKAN PERINTAH PENGADILAN UNTUK MENYIMPAN {$1000,00} KE REKENING PEMERIKSAAN. BUKANNYA DIA MENGEMUDI SAYA KE DALAM CERUNG. SAYA MENGHARAPKAN BANTUAN KEUANGAN DARI XXXX XXXX UNIV DAN SAYA PIKIR DIA AKAN MERUPAKAN SAYA.;1;0;0
979;Pensiun di XXXX beberapa tahun yang lalu. Tahun lalu menggulirkan 401 ribu ke investasi yang seharusnya konservatif di XXXX XXXX. Kehilangan $ XXXX bulan pertama. Beberapa bulan kemudian pergi ke Bank Daerah di XXXX XXXX XXXX tempat menyimpan cek dan tabungan. Memberitahu orang keuangan ingin memasukkan $ XXXX ke dalam IRA yang diasuransikan FDIC seperti yang saya lakukan di XXXX XXXX. Dia mengatakan dia memiliki IRA yang diasuransikan besar membayar lebih dengan tahun variabel dari 2 hingga 7 tahun hingga 2,75% hanya dijamin 0,45%. Saya bertanya kepadanya dan manajer cabang apakah mereka diasuransikan oleh FDIC dan mereka menjawab demikian. Mereka memiliki setumpuk kertas untuk menandatangani hal-hal pengungkapan. Bagi $ XXXX menjadi IRA 2 tahun, 3 tahun, 4 tahun, 5 tahun. Beberapa minggu kemudian mendapat paket besar melalui pos berisi dokumen dan menyatakan semuanya tidak diasuransikan. Pergi ke bank dan manajer menarik rekening saya dan dia mengatakan rekening saya melalui bank sana dan diasuransikan sebesar $ XXXX yang saya masukkan ke bank. Memeriksa kertas asli dan menemukan lembar yang mereka sembunyikan di kertas pernyataan pengungkapan yang menyatakan tidak ada yang diasuransikan. Orang-orang ini berbohong dan mencuri dari senior.;1;0;0
980;Cek saya dicuri serta dokumen dengan tanda tangan saya. Saya melaporkan cek saya yang dicuri ke Bank of America. Saya bahkan masuk ke cabang dan menerima cek baru dan meminta bank untuk tidak mengizinkan transaksi apa pun pada rekening yang ditutup dengan hanya transaksi kecil yang tertunda. Saya memiliki nomor rekening baru yang dibuat XX/XX/XXXX. Pada XXXX, bank membatalkan tagihan, mengklaim bahwa tanda tangan saya konsisten dengan tanda tangan saya yang tercatat. Apakah departemen penipuan cek mengetahui atau tidak mengetahui bahwa tanda tangan dapat dipalsukan? Bank juga membuat alasan mengapa formulir klaim yang dikirimkan ke saya melalui email tidak diterima. Saya muak dan bosan dengan Bank of America yang tidak menanggung klaim. Saya siap untuk pergi ke tingkat Penegakan Hukum yang lebih tinggi bahwa Bank tidak menyelidiki klaim dengan benar atau tidak menutupi klaim, yang merupakan penipuan itu sendiri. Saya tentu berharap lembaga ini melakukan sesuatu terhadap Penipuan dan Bank ini untuk perubahan. Saya mempunyai klaim lain yang tidak ditanggung XX/XX/XXXX yang ingin saya tanggung dan dibuka kembali oleh bank ini. Saya juga dikenakan biaya di akun lain yang mana kedua akun digabungkan. Saya seharusnya tidak dikenakan biaya.;1;0;0
981;Saya membuka rekening di Citizens Bank sekitar dua bulan yang lalu di Cabang XXXX XXXX setempat dengan perwakilan bernama XXXX. Dia membuka rekening saya dan mengatur saya dengan perbankan online. Perbankan online memberi saya indikator ketika rekening saya turun di bawah {$50,00}. Bank mulai memungut biaya yang menyulitkan pencatatan akuntansi yang akurat. Saya belum menerima kartu ATM dan saya juga tidak mempunyai akses untuk memeriksa saldo melalui telepon. Dukungan teknis tidak dapat mengetahui mengapa perbankan online tidak mengirimkan indikator ke ponsel atau alamat email saya. Saya pergi ke bank, berbicara dengan XXXX, karena biaya terus bertambah. Dia berbagi bahwa itu perlu digunakan dengan Chrome, bukan Browser Internet. Terlepas dari itu, tidak benar, tapi dia mengaturnya lagi. Bank menolak mengembalikan uang saya yang jumlahnya mendekati {$200,00}. Saya jelaskan bahwa saya XXXX di SSI dan biaya yang berlebihan membuat saya tidak bisa bertahan di bulan itu. Mereka bilang mereka tidak bisa mundur. Saya menelepon kantor perusahaan. Mereka membatalkan XXXX setelah saya menyatakan bahwa saya akan menghubungi XXXX. Saya menerima permintaan maaf dari perwakilan bernama XXXX. Meskipun mereka menolak untuk mengembalikan biaya dan biaya untuk biaya tersebut, saya mengajukan keluhan ke XXXX. Saya kemudian menerima panggilan telepon dari XXXX yang mengembalikan dana semuanya. Selama kurun waktu tersebut, saya melakukan deposit melalui ATM. Harganya sebesar {$30,00} tetapi disetorkan sebesar {$50,00}. Saya memberi tahu XXXX tentang kesalahan tersebut. Saya mengurangi saldo saya. XXXX dan saya merekonsiliasi akun saya, termasuk kesalahan {$50,00}. Kami sepakat bahwa kami akan memulai kembali akun saya tabula rasa ''. Saya secara khusus bertanya kepada XXXX apakah ada transaksi masuk baik dari bank maupun yang tertunda untuk menghindari kemungkinan hal di atas terulang kembali. Dia menyatakan dengan pasti tidak. Keesokan paginya ada tagihan bank yang dipotong dari rekening saya sebesar {$50,00}. Itu menarik akun saya secara berlebihan. Tagihan ini akan dianggap tertunda ketika saya berbicara dengan XXXX sore harinya. Akun saya melakukan overdrew sehingga menimbulkan biaya hingga apx. {$250,00} kali ini. Saya membuka kembali klaim saya dengan XXXX. Mereka mengarahkan saya untuk menghubungi Anda. XXXX, dari CB, tinggalkan pesan untukku hari Senin. Saya meneleponnya kembali dua kali. Saya berbicara dengannya pada hari Kamis ketika dia membalas telepon saya. Dia mengatakan bahwa bank tidak melakukan kesalahan XXXX dan saya salah paham. XXXX bekerja untuk bank dan entitas yang tidak membutuhkan XXXX penghasilan bulanan saya. Saya, di sisi lain, berjuang untuk bertahan hidup dengan penghasilan penuh. Kita bahkan belum memasuki satu minggu penuh dalam sebulan. Setoran langsung saya dengan cepat menguap. Saya berada di XXXX ketika saya menerima panggilan XXXX. Saya telah bermalam di sana sebelumnya. Penolakannya untuk membatalkan tagihan, atas tagihan yang berjumlah lebih dari {$250,00}, mengirim saya ke XXXX XXXX XXXX. Saya perlu menghabiskan satu malam ekstra yang menyerap semua sisa uang positif untuk bulan itu. Saya menyatakan bahwa ini tidak dapat diterima. Saya menyampaikan bahwa menurut saya tindakan bank tersebut bersifat pembalasan karena XXXX, sore sebelumnya, dengan jelas menyatakan bahwa tidak ada aktivitas yang akan terjadi terkait rekening giro saya. Saya telah berbicara dengan cabang, XXXX, sehubungan dengan {$50,00} pada hari indikator online mengirimi saya email. Dia tidak tahu apa arti istilah bank untuk debit. Dengan berbaik hati, dia menyatakan bahwa dia akan memeriksanya. Dia pulang. Saya berbicara dengan manajernya. Dia menyatakan bahwa saya perlu menyeimbangkan buku cek saya. Saya punya XXXX. Itu bukan kognitif. Hal ini membuat saya tidak mampu menghidupi diri sendiri dan hewan pemandu saya selama seminggu apalagi sebulan penuh.;1;0;0
